psa_bar,psb_bar,psc_bar,psd_bar,pse_bar,psf_bar,fsa_vol_flow,fsb_vol_flow,tsa_temp,tsb_temp,tsc_temp,tsd_temp,pump_eff,vs_vib,cool_eff_pct,cool_pwr_pct,eff_fact_pct,pump_leak_y
160.67349166666665,109.46691350000002,1.9914753333333333,0.0,9.842169499999999,9.7280975,6.709815,10.304591666666667,35.62198333333333,40.97876666666666,38.471016666666664,31.745250000000002,2538.929166666667,0.57695,39.60135,1.86275,59.15718333333334,0
160.60332,109.35489033333333,1.9762343333333332,0.0,9.635142166666666,9.529487833333333,6.7153149999999995,10.403098333333332,36.676966666666665,41.532766666666674,38.97896666666667,34.49386666666666,2531.4988999999996,0.56585,25.786433333333335,1.2555500000000002,59.33561666666665,0
160.34772,109.15884466666667,1.9722239999999998,0.0,9.530547833333333,9.427948833333334,6.718521666666667,10.36625,37.88080000000001,42.442449999999994,39.63195,35.646150000000006,2519.928,0.5765333333333333,22.21823333333333,1.1132166666666665,59.54315,0
160.18808833333333,109.06480716666667,1.9465754999999996,0.0,9.438826666666667,9.3374295,6.720565,10.302678333333333,38.87904999999999,43.403983333333336,40.40338333333333,36.57946666666666,2511.5416333333333,0.5692666666666667,20.45981666666667,1.0621500000000001,59.794900000000005,0
160.00047166666667,108.93143433333334,1.9227069999999997,0.0,9.358762,9.260636166666666,6.690308333333332,10.23775,39.80391666666667,44.332750000000004,41.31055,37.4279,2503.4495,0.5773666666666666,19.787016666666673,1.0704666666666667,59.455266666666674,0
159.92021,108.88768166666668,1.9132844999999998,0.0,9.301159666666667,9.206876999999999,6.699023333333334,10.17872,40.65944999999999,45.17061666666666,42.12411666666666,38.212066666666665,2501.0070666666666,0.5726833333333333,19.149683333333336,1.072083333333333,59.56333333333332,0
159.672675,108.6764655,1.888099666666667,0.0,9.233941833333333,9.143320166666667,6.698573333333334,10.140810000000002,41.46363333333334,45.94723333333332,42.88811666666666,38.9321,2494.4168999999997,0.5730333333333333,18.666383333333332,1.0816833333333333,59.789899999999996,0
159.61445166666667,108.65174466666666,1.874894166666667,0.0,9.194159166666667,9.105058166666668,6.678026666666667,10.095978333333333,42.215266666666665,46.665233333333326,43.51988333333333,39.55896666666667,2489.421533333333,0.5720000000000002,18.178433333333334,1.0787,59.59061666666666,0
159.475745,108.5297385,1.8581203333333334,0.0,9.144616166666667,9.057066833333334,6.6716516666666665,10.039709999999998,42.89198333333333,47.33943333333334,44.20125,40.08053333333333,2484.4190666666664,0.5670666666666666,18.334866666666667,1.1150833333333334,59.60888333333333,0
159.43799666666666,108.51088516666667,1.8410633333333335,0.0,9.1048315,9.019264666666666,6.659990000000001,9.997761666666666,43.53283333333333,47.98141666666667,44.797133333333335,40.612550000000006,2480.4348666666665,0.5716833333333333,18.205733333333335,1.1291333333333333,59.47373333333333,0
